user_id,age,location_country
144316,39.0,usa
149647,27.0,spain
154129,31.0,usa
161462,18.0,canada
168719,61.0,usa
171967,,usa
185377,25.0,canada
190448,39.0,usa
192306,60.0,usa
192727,50.0,usa
199616,,usa
203058,32.0,usa
208788,23.0,usa
214215,24.0,usa
215752,,usa
218640,34.0,usa
219671,35.0,usa
220476,27.0,usa
225865,,usa
225996,20.0,usa
236595,19.0,usa
245188,55.0,canada
253797,40.0,usa
261996,14.0,usa
271279,,usa
271724,,usa
272786,23.0,usa
278582,,usa
148199,50.0,canada
247140,32.0,usa
819,,usa
3282,52.0,canada
3374,47.0,canada
5792,16.0,canada
13733,,usa
15241,27.0,usa
21311,,usa
24694,,canada
42948,42.0,canada
44295,33.0,usa
58167,20.0,usa
61775,35.0,usa
62182,32.0,usa
66073,28.0,usa
67198,13.0,usa
70183,25.0,canada
70536,37.0,usa
71660,33.0,usa
74670,,canada
76286,,canada
76888,19.0,usa
78795,52.0,usa
79923,,canada
93636,,canada
96880,,usa
100568,29.0,others
100594,27.0,canada
101696,25.0,usa
105012,49.0,usa
106893,32.0,unitedkingdom
107729,22.0,unitedkingdom
107921,47.0,usa
109605,31.0,usa
115172,,canada
120385,31.0,unitedkingdom
131202,22.0,usa
133246,43.0,usa
138106,,usa
142977,24.0,usa
154773,30.0,usa
160393,46.0,usa
167628,,usa
169222,,usa
170804,,usa
186807,,usa
188253,41.0,usa
196282,25.0,usa
198222,25.0,usa
203156,,usa
204822,,usa
208969,21.0,canada
224303,,usa
231897,33.0,usa
240810,26.0,usa
247933,30.0,usa
250609,24.0,usa
257476,,usa
261387,19.0,usa
261998,28.0,usa
266840,22.0,usa
267354,40.0,usa
269510,27.0,usa
271659,21.0,canada
272510,32.0,usa
5942,,usa
8040,,usa
30953,,canada
38979,49.0,usa
41862,,usa
57305,52.0,canada
62455,,usa
63507,,usa
64260,55.0,usa
69808,34.0,france
78617,,usa
81906,33.0,usa
86194,,usa
88299,20.0,usa
90446,,usa
91777,,usa
109079,51.0,usa
120889,,canada
122484,36.0,usa
124869,31.0,usa
126240,51.0,usa
127243,,usa
134639,20.0,germany
135730,,usa
148888,34.0,usa
149206,,usa
160434,29.0,usa
163016,49.0,usa
163467,28.0,usa
166017,38.0,usa
169383,,usa
175929,22.0,canada
177091,36.0,usa
192350,28.0,canada
193906,44.0,usa
203900,30.0,usa
206104,30.0,usa
206684,,usa
207456,,canada
207651,,usa
209151,,usa
219259,,usa
224146,35.0,canada
228738,65.0,usa
231727,,usa
236432,21.0,unitedkingdom
239681,28.0,usa
242269,,canada
243785,31.0,others
244884,45.0,usa
252289,25.0,usa
254503,23.0,usa
266478,50.0,usa
274103,,canada
278844,28.0,usa
38248,33.0,usa
154479,35.0,usa
205211,30.0,usa
146319,37.0,usa
148515,43.0,usa
273709,53.0,usa
23872,22.0,usa
44590,30.0,usa
77724,43.0,usa
78328,24.0,usa
79009,,usa
88558,,usa
126689,25.0,usa
149510,41.0,germany
155982,19.0,usa
165728,35.0,usa
192428,34.0,unitedkingdom
205165,,usa
231560,,usa
232222,28.0,usa
238008,36.0,usa
250674,31.0,usa
251374,,usa
252560,18.0,usa
259279,26.0,usa
150344,14.0,usa
204167,30.0,usa
17757,,canada
56553,45.0,usa
60816,54.0,usa
63595,41.0,usa
64146,,usa
64180,29.0,usa
67786,23.0,usa
91647,49.0,usa
104447,,usa
111680,52.0,usa
122743,36.0,usa
134240,,usa
148344,79.0,usa
151139,,usa
174827,46.0,usa
177349,33.0,canada
194644,,usa
195468,41.0,usa
197866,30.0,usa
213790,,usa
216012,34.0,usa
226976,,canada
232734,56.0,usa
241544,37.0,usa
257493,25.0,usa
270149,,usa
194676,,usa
38029,44.0,usa
16759,34.0,usa
32350,,usa
54218,27.0,germany
174062,38.0,usa
274609,25.0,usa
89307,61.0,usa
110584,26.0,usa
163759,37.0,unitedkingdom
112761,29.0,usa
229632,23.0,usa
259439,19.0,usa
154944,33.0,usa
164905,29.0,usa
25976,,usa
49212,38.0,usa
64075,46.0,usa
27647,,others
124233,26.0,others
214528,31.0,australia
267282,35.0,usa
67199,62.0,usa
142784,35.0,usa
148405,,usa
237025,,usa
83736,64.0,usa
125668,,usa
23547,26.0,usa
113851,40.0,usa
5346,,usa
6238,38.0,others
7557,23.0,usa
25674,,usa
30771,,usa
36357,,usa
36918,24.0,usa
44985,36.0,usa
56342,19.0,usa
64175,37.0,australia
71313,30.0,others
75745,,usa
113661,39.0,usa
148928,,usa
154630,,others
166467,,usa
175645,,usa
176468,,usa
183598,,usa
193668,,usa
196646,,usa
216502,62.0,usa
219908,,usa
268926,,usa
48143,,usa
130195,25.0,others
153091,26.0,others
167779,23.0,usa
123567,45.0,usa
165889,37.0,usa
11916,,usa
67887,18.0,usa
90776,18.0,usa
167813,28.0,usa
199981,,usa
214459,24.0,spain
238609,17.0,usa
3923,,others
7312,23.0,usa
15479,21.0,canada
19935,58.0,canada
24223,,usa
25103,29.0,usa
28667,26.0,usa
30495,19.0,usa
33163,32.0,canada
34039,36.0,usa
36121,24.0,usa
52018,,usa
54199,53.0,usa
56496,,usa
66234,,usa
71521,35.0,canada
71897,,usa
74413,,usa
74571,,others
74837,22.0,usa
75173,38.0,usa
77710,,usa
86392,25.0,canada
87156,16.0,usa
91165,,usa
95043,38.0,usa
104044,,usa
104362,45.0,usa
109333,,others
116838,50.0,usa
129111,,usa
133936,66.0,usa
135845,,usa
139209,23.0,usa
141579,,usa
143419,,usa
143966,27.0,usa
145324,31.0,usa
147851,22.0,usa
159378,,canada
169054,,usa
172367,,canada
177277,30.0,unitedkingdom
182429,29.0,spain
183088,43.0,usa
185677,,usa
187822,37.0,usa
188418,,usa
192492,,usa
193017,39.0,usa
202783,,usa
211174,52.0,usa
217617,21.0,usa
229216,,others
235214,27.0,usa
235860,,usa
240495,46.0,usa
247790,29.0,usa
248649,37.0,others
250987,30.0,usa
251751,,canada
252066,24.0,canada
252507,,others
252846,16.0,canada
255894,22.0,canada
257163,17.0,usa
260631,,canada
265004,40.0,usa
268784,,australia
270537,41.0,usa
271466,32.0,usa
273341,26.0,usa
277884,29.0,unitedkingdom
853,24.0,usa
3643,,usa
4077,,usa
17177,67.0,usa
20961,47.0,canada
24325,26.0,australia
25909,23.0,usa
26501,28.0,usa
28594,18.0,canada
33270,36.0,usa
34762,,others
36959,21.0,unitedkingdom
37905,37.0,australia
45470,,usa
48575,39.0,usa
50010,31.0,usa
59829,37.0,usa
63317,,usa
70055,18.0,usa
71459,,others
71554,37.0,germany
74026,21.0,usa
84942,,usa
86728,26.0,usa
87351,28.0,usa
90653,29.0,usa
91617,65.0,others
92638,50.0,usa
103935,48.0,usa
110308,,usa
112401,49.0,australia
115833,,usa
116160,39.0,usa
119859,53.0,france
127941,30.0,usa
128413,,usa
135074,47.0,germany
135360,39.0,usa
149043,55.0,usa
155920,19.0,usa
160295,38.0,usa
161222,33.0,usa
163382,28.0,canada
163689,,germany
165778,,usa
166992,24.0,usa
167387,30.0,usa
169019,,canada
170704,,unitedkingdom
174776,23.0,usa
176852,28.0,usa
177021,35.0,usa
178252,51.0,usa
181514,23.0,usa
185676,28.0,usa
186762,18.0,usa
191819,,others
196569,27.0,usa
207059,,canada
208624,,usa
223510,16.0,usa
227055,,usa
228837,22.0,usa
229140,,usa
229258,32.0,usa
233821,32.0,usa
239609,42.0,usa
240704,40.0,usa
241344,23.0,usa
249103,47.0,usa
250939,,usa
250940,25.0,canada
252409,,usa
254121,,usa
260317,31.0,canada
260986,,usa
263691,,canada
268788,,canada
275429,34.0,usa
41718,43.0,usa
161750,,usa
212350,44.0,others
20332,39.0,usa
94911,,usa
208864,13.0,others
231642,23.0,usa
3578,25.0,canada
8734,,usa
23020,28.0,usa
32039,40.0,usa
37583,31.0,usa
38653,22.0,canada
51521,,usa
52768,,usa
138833,27.0,canada
143594,55.0,usa
153669,45.0,usa
169101,,usa
183027,,usa
229744,,canada
233196,43.0,usa
245388,22.0,usa
73127,21.0,usa
176966,54.0,usa
6330,37.0,unitedkingdom
10764,22.0,others
28156,14.0,others
37689,13.0,usa
55142,47.0,usa
70318,31.0,usa
72707,24.0,others
77772,13.0,usa
92215,23.0,others
95068,22.0,usa
98270,,usa
114016,31.0,usa
163751,7.0,unitedkingdom
167243,22.0,others
167750,22.0,others
190516,37.0,usa
194316,37.0,canada
236032,46.0,usa
237047,,others
238823,24.0,germany
248656,34.0,usa
264613,34.0,others
171954,33.0,usa
3917,25.0,canada
6532,,canada
51100,25.0,usa
67064,27.0,usa
68436,49.0,usa
93034,45.0,unitedkingdom
106768,23.0,usa
121180,21.0,usa
142746,,usa
153904,,usa
164150,33.0,usa
209697,23.0,usa
214876,19.0,usa
217314,,usa
229912,26.0,usa
242983,,usa
262357,23.0,usa
14391,29.0,others
23410,,usa
46099,19.0,canada
46467,,unitedkingdom
47605,27.0,canada
87337,25.0,canada
87511,19.0,usa
107026,46.0,usa
124688,23.0,unitedkingdom
133679,39.0,usa
139458,38.0,usa
144827,,usa
174897,,usa
187731,,usa
192211,45.0,usa
192240,50.0,usa
203844,40.0,canada
208302,,usa
272300,,usa
273344,37.0,usa
135469,,usa
8065,,usa
32274,,usa
32870,,usa
54866,,usa
82678,32.0,usa
86077,,usa
91490,26.0,usa
96608,,usa
105874,,canada
111291,,usa
125550,,usa
142689,33.0,usa
154075,31.0,usa
160180,57.0,usa
169715,,usa
170845,,usa
173200,,usa
173728,,usa
181666,40.0,usa
186046,30.0,usa
204381,,usa
221292,30.0,usa
233436,,usa
235806,45.0,usa
237722,,usa
258370,,usa
278314,,usa
1359,14.0,usa
4365,19.0,canada
11971,37.0,spain
21187,18.0,usa
22624,28.0,usa
28694,36.0,usa
31900,12.0,usa
32569,19.0,canada
33980,18.0,usa
41911,19.0,others
42099,47.0,usa
43397,33.0,spain
43479,,usa
60970,,usa
61257,25.0,usa
64457,,usa
75585,38.0,usa
84831,7.0,germany
88976,43.0,usa
89470,,usa
101681,35.0,others
116301,30.0,usa
121383,21.0,usa
123625,22.0,australia
124274,,usa
130430,27.0,usa
131535,31.0,usa
135902,20.0,usa
136927,48.0,usa
138372,32.0,usa
150890,19.0,usa
152206,16.0,usa
155960,28.0,usa
170377,,usa
177404,,usa
205939,13.0,usa
208019,,usa
219013,19.0,usa
222590,25.0,usa
233901,29.0,canada
234723,,usa
237376,19.0,usa
239426,15.0,usa
250509,18.0,usa
253828,,usa
254858,,usa
265444,29.0,usa
277764,18.0,usa
1923,,australia
4753,,usa
39464,,others
66207,31.0,unitedkingdom
96749,29.0,unitedkingdom
109122,42.0,australia
131913,35.0,germany
143050,51.0,australia
175002,35.0,australia
191128,22.0,others
193131,28.0,usa
194544,32.0,canada
198211,,canada
215677,44.0,unitedkingdom
216291,16.0,australia
240139,13.0,unitedkingdom
243206,,unitedkingdom
9289,,usa
30085,,usa
37067,67.0,canada
51805,36.0,usa
69183,47.0,usa
82491,59.0,usa
124207,27.0,usa
147800,41.0,usa
162472,52.0,usa
176804,42.0,others
191670,,usa
30291,54.0,usa
46137,46.0,usa
148586,,canada
208663,39.0,usa
2033,27.0,usa
4809,,usa
20501,30.0,germany
29413,65.0,usa
37208,30.0,usa
57661,54.0,usa
68760,,usa
74743,32.0,usa
84479,25.0,usa
90743,18.0,usa
97679,,usa
105221,15.0,usa
108243,14.0,usa
118629,,usa
130297,,usa
130554,,usa
131238,15.0,usa
137742,24.0,others
141070,20.0,usa
152468,,usa
164536,22.0,others
168038,,usa
169192,35.0,usa
177842,,usa
179099,30.0,australia
185282,,usa
189557,26.0,others
198331,43.0,usa
215986,28.0,usa
227397,,usa
231081,15.0,usa
238788,21.0,usa
239423,49.0,usa
240528,46.0,usa
245666,34.0,usa
252829,18.0,usa
254086,13.0,usa
254859,,usa
256864,,usa
256874,45.0,usa
259660,21.0,spain
272810,18.0,usa
276929,35.0,others
2855,35.0,usa
4896,18.0,others
9613,34.0,usa
12194,,usa
16046,,usa
16181,41.0,germany
17667,33.0,usa
24145,35.0,usa
25411,34.0,usa
26190,37.0,usa
26734,52.0,usa
27401,27.0,usa
28211,,usa
28481,,usa
30153,13.0,usa
31053,42.0,usa
35152,,usa
36256,39.0,usa
38763,23.0,usa
39665,24.0,usa
40795,,usa
41157,33.0,unitedkingdom
41698,19.0,germany
44727,,usa
48899,16.0,usa
50009,,usa
51515,,usa
51647,59.0,usa
52289,,usa
53942,31.0,usa
58468,,germany
59656,53.0,usa
65004,24.0,usa
77526,26.0,usa
77891,51.0,usa
78682,43.0,usa
82602,13.0,usa
82825,38.0,usa
88812,53.0,usa
89074,,usa
92752,,usa
98376,14.0,usa
99025,35.0,usa
99720,,usa
100004,,usa
103577,30.0,usa
105869,32.0,usa
105881,34.0,usa
109330,,usa
110112,31.0,usa
110202,,usa
111731,26.0,usa
113821,,usa
114498,37.0,usa
115392,30.0,others
120155,42.0,usa
121561,8.0,usa
124872,,usa
125701,38.0,usa
126697,30.0,usa
126814,32.0,usa
136055,,usa
138467,18.0,others
138887,,usa
139376,,usa
141888,19.0,usa
141937,25.0,usa
157068,29.0,others
157468,17.0,spain
161294,39.0,usa
166130,37.0,usa
169249,43.0,usa
170272,50.0,usa
171011,13.0,usa
177073,,usa
179390,39.0,usa
180733,21.0,canada
182164,9.0,usa
183061,30.0,unitedkingdom
183110,,usa
183284,,usa
184443,,others
184532,28.0,usa
187752,34.0,usa
193469,29.0,usa
194534,40.0,canada
195198,15.0,usa
198055,25.0,usa
204147,,usa
211176,29.0,usa
212394,,usa
212797,39.0,usa
214369,,usa
219590,54.0,usa
224209,,usa
225191,18.0,usa
227861,31.0,usa
233867,25.0,usa
243967,18.0,usa
244480,,usa
245016,,usa
245790,16.0,others
249405,24.0,others
249958,12.0,usa
255477,49.0,usa
255544,,usa
255844,24.0,usa
260067,32.0,usa
263902,,usa
266085,44.0,usa
267621,68.0,usa
270326,,usa
270610,,usa
272120,,usa
274139,37.0,canada
274618,10.0,usa
278356,57.0,usa
3300,49.0,usa
32110,29.0,usa
52313,,others
52683,,usa
56933,34.0,usa
68811,,canada
74056,24.0,usa
85555,,usa
86140,31.0,others
102505,37.0,usa
105168,,usa
113944,,unitedkingdom
115701,,usa
120583,50.0,usa
128571,31.0,usa
162840,52.0,usa
173808,,usa
184354,36.0,usa
213256,,usa
216693,16.0,usa
240461,,others
245346,24.0,usa
245910,19.0,others
247918,,usa
259877,,usa
261077,,usa
261757,15.0,usa
266126,,usa
273089,16.0,usa
8018,,usa
25919,,usa
30125,15.0,usa
46987,,usa
50210,31.0,usa
51376,48.0,usa
53678,57.0,usa
70379,,usa
82785,31.0,usa
82868,,usa
94307,,usa
101824,26.0,usa
112931,34.0,usa
115839,,germany
122449,31.0,usa
123744,25.0,usa
128084,,usa
133981,,usa
136638,18.0,others
138220,14.0,usa
139213,28.0,usa
144119,,usa
161218,,others
161459,27.0,usa
172036,14.0,usa
187540,23.0,unitedkingdom
214234,17.0,usa
231639,29.0,usa
233991,,usa
257820,10.0,usa
263793,14.0,others
266872,,usa
270829,30.0,usa
274105,42.0,usa
12839,30.0,usa
25409,31.0,usa
27853,,usa
53254,17.0,usa
53376,27.0,usa
71232,16.0,usa
96946,,usa
101624,18.0,usa
103488,,usa
109518,48.0,usa
116063,30.0,usa
136616,,usa
153971,,usa
177934,,usa
183903,16.0,usa
208199,,usa
213718,,usa
221416,25.0,others
234399,,usa
240121,,usa
243819,,usa
248015,,usa
250494,20.0,usa
269336,20.0,usa
275843,,usa
13082,,usa
14363,49.0,usa
18411,40.0,germany
22241,,usa
28150,25.0,usa
29482,29.0,usa
33576,29.0,usa
38906,,usa
45035,24.0,usa
53759,30.0,usa
54429,32.0,usa
68643,38.0,usa
69156,31.0,usa
86849,66.0,usa
89306,48.0,usa
90174,30.0,usa
90736,37.0,usa
94549,56.0,usa
103541,24.0,others
111166,44.0,usa
117652,,usa
120740,54.0,unitedkingdom
126829,34.0,usa
132141,,usa
132901,24.0,usa
137849,39.0,usa
138300,31.0,usa
138815,53.0,others
141338,,usa
153367,45.0,usa
159546,13.0,canada
164048,17.0,others
164465,33.0,usa
169507,19.0,usa
175304,,usa
179501,23.0,usa
186784,17.0,usa
186811,66.0,usa
189631,29.0,usa
189996,34.0,canada
190953,25.0,usa
196288,18.0,others
201673,19.0,usa
203020,33.0,usa
217292,75.0,others
229687,,usa
230374,30.0,germany
231354,,usa
231848,59.0,usa
232099,32.0,usa
236280,,usa
237173,20.0,usa
238610,67.0,usa
240280,36.0,usa
240570,43.0,usa
242409,23.0,france
247452,13.0,usa
260719,15.0,usa
262568,42.0,usa
265562,34.0,usa
269331,43.0,usa
276077,26.0,spain
276788,,usa
109140,15.0,usa
5055,15.0,usa
5416,,usa
8152,,usa
13709,,usa
23185,,usa
41522,,usa
52102,49.0,usa
53365,29.0,usa
54304,,usa
63998,28.0,usa
66323,34.0,usa
83646,34.0,usa
88677,44.0,canada
113804,52.0,usa
121592,,usa
122889,34.0,others
127720,23.0,usa
128206,,usa
129665,48.0,usa
145947,41.0,usa
157213,26.0,canada
158824,,usa
162562,29.0,usa
172676,29.0,usa
175796,,usa
180684,52.0,usa
187930,,usa
192460,28.0,others
198547,,usa
198604,,usa
205520,,usa
217136,,usa
221952,,usa
235375,,usa
238091,,usa
238350,49.0,usa
244092,,usa
244696,,usa
249178,26.0,usa
258107,28.0,usa
259447,29.0,usa
268074,,canada
270084,,unitedkingdom
274466,21.0,usa
4221,,usa
6472,31.0,usa
6772,,canada
11285,32.0,canada
28089,22.0,usa
30138,49.0,usa
52887,,usa
73578,19.0,canada
81741,19.0,usa
90915,49.0,usa
94432,30.0,canada
95492,,canada
106101,14.0,usa
112088,,usa
129611,25.0,germany
151115,43.0,usa
155005,,canada
225435,,usa
226926,,usa
235221,45.0,canada
241791,27.0,usa
242485,43.0,usa
244881,22.0,canada
245660,33.0,usa
246407,30.0,usa
264463,27.0,others
266657,33.0,usa
30072,11.0,usa
49646,14.0,usa
50481,58.0,usa
59944,17.0,canada
69310,,canada
92696,46.0,usa
100660,17.0,usa
128985,19.0,usa
134403,18.0,usa
151318,14.0,usa
153496,,usa
185462,16.0,usa
188155,19.0,usa
227085,18.0,usa
248492,14.0,usa
249384,28.0,canada
249732,,usa
264688,,usa
36157,,usa
129417,10.0,usa
138674,26.0,usa
236648,29.0,usa
255390,15.0,usa
260093,19.0,usa
260502,22.0,usa
262614,13.0,usa
3817,29.0,usa
10315,18.0,canada
11325,23.0,usa
19145,,usa
19886,41.0,usa
29997,,canada
38922,17.0,usa
50143,16.0,others
57910,15.0,usa
88096,16.0,canada
89472,16.0,usa
128703,40.0,canada
157079,25.0,usa
162386,19.0,usa
193641,15.0,usa
197012,33.0,usa
203281,18.0,usa
246024,21.0,canada
277794,,canada
999,21.0,usa
3693,23.0,usa
8676,,usa
14087,31.0,usa
24768,58.0,usa
24773,,others
33458,29.0,usa
34798,26.0,usa
46349,,usa
55021,44.0,usa
56215,37.0,usa
56905,,usa
56917,,usa
59274,,usa
59344,,usa
71344,,usa
76607,,usa
77911,37.0,usa
81412,24.0,usa
92037,,usa
94181,39.0,usa
95072,39.0,usa
95431,36.0,usa
96444,,usa
97938,,usa
98786,,usa
98900,,usa
101167,37.0,canada
103490,19.0,usa
106529,35.0,usa
116819,24.0,usa
132909,35.0,usa
151267,,usa
163148,28.0,others
175175,,usa
184152,,usa
189665,,usa
193327,35.0,usa
200814,31.0,others
203603,37.0,others
204799,62.0,usa
206668,36.0,usa
207385,58.0,usa
209817,27.0,usa
227551,53.0,usa
230772,,usa
234767,,usa
240469,34.0,usa
241771,,usa
242581,29.0,usa
243254,27.0,usa
245128,23.0,others
251739,,usa
252036,,usa
265146,28.0,usa
274050,,usa
25988,,usa
45704,18.0,usa
76599,43.0,usa
147421,,usa
215737,,usa
229746,,usa
252251,29.0,usa
59784,,canada
116521,25.0,usa
155680,22.0,others
185720,17.0,others
204179,,usa
251506,46.0,canada
10965,22.0,others
13080,22.0,canada
24379,25.0,unitedkingdom
24585,,usa
26553,,usa
33790,24.0,usa
41883,25.0,canada
42428,37.0,usa
45129,,usa
47189,,usa
47251,33.0,canada
49202,,others
49203,,others
49392,28.0,usa
64395,,usa
65244,31.0,canada
71831,21.0,usa
74776,39.0,usa
79153,,usa
90784,,usa
95448,34.0,usa
109477,21.0,others
120994,,usa
127043,,usa
129216,,usa
139586,33.0,usa
145003,34.0,usa
148415,36.0,usa
152345,,usa
153570,25.0,others
165320,,usa
165452,28.0,usa
166460,25.0,others
168281,21.0,others
169770,,usa
172513,19.0,usa
173908,16.0,usa
175094,,others
177015,28.0,usa
184266,23.0,usa
185538,28.0,unitedkingdom
188554,18.0,usa
199717,24.0,usa
204929,33.0,usa
209475,35.0,usa
231633,,usa
232688,22.0,unitedkingdom
237895,,usa
239000,25.0,canada
239736,20.0,france
244385,,canada
255493,20.0,others
261158,,usa
266668,,usa
269815,,canada
55550,42.0,usa
81788,49.0,australia
82699,32.0,canada
85833,57.0,usa
93513,,canada
95353,59.0,canada
97179,40.0,unitedkingdom
101944,31.0,usa
164828,,usa
180150,33.0,unitedkingdom
213057,52.0,usa
218221,18.0,others
246164,76.0,usa
247890,49.0,usa
168216,47.0,canada
175993,56.0,usa
177061,50.0,canada
219254,,canada
227413,,usa
63917,30.0,canada
88842,26.0,usa
119963,,canada
196137,36.0,usa
213839,43.0,usa
230065,18.0,others
239845,50.0,usa
249111,,canada
37654,49.0,canada
98104,,usa
146298,25.0,france
741,16.0,usa
51665,33.0,usa
90456,,usa
101214,46.0,canada
148053,26.0,usa
186969,24.0,usa
193557,31.0,usa
199444,38.0,usa
223006,,usa
237745,58.0,canada
238739,26.0,canada
266054,36.0,usa
17508,32.0,usa
27383,59.0,canada
47767,43.0,usa
94362,39.0,usa
125367,,canada
126072,28.0,usa
127782,36.0,usa
169310,,usa
173511,37.0,usa
178446,57.0,usa
198684,,usa
199555,33.0,usa
238222,28.0,usa
254386,65.0,usa
255315,34.0,usa
275154,,usa
277969,55.0,usa
2089,,usa
2127,,usa
3460,32.0,canada
6347,19.0,canada
6991,,usa
10686,27.0,usa
13048,,usa
13121,,canada
16461,35.0,canada
18433,52.0,usa
23666,,canada
26374,40.0,usa
27193,29.0,usa
28486,34.0,usa
34279,,germany
34344,,usa
34608,,usa
36678,,usa
37572,,usa
37736,23.0,germany
38335,,usa
38657,48.0,canada
38972,,others
41324,,usa
41460,23.0,canada
42509,31.0,usa
45806,,usa
49277,33.0,canada
50193,27.0,canada
53537,,usa
54895,,usa
56045,45.0,usa
63101,40.0,usa
65350,38.0,usa
67030,41.0,usa
68586,,usa
74356,28.0,usa
78847,,canada
83337,33.0,usa
88389,77.0,usa
96635,35.0,usa
98721,60.0,canada
112240,,usa
113657,,usa
113721,,usa
116505,28.0,usa
117291,33.0,usa
117407,31.0,usa
119224,31.0,usa
127661,,usa
128588,26.0,usa
131191,23.0,usa
132010,,usa
132457,56.0,usa
139673,,usa
144619,,usa
147764,29.0,usa
154439,25.0,usa
167791,,canada
167846,27.0,usa
168307,,usa
168484,65.0,usa
169710,33.0,usa
169779,36.0,usa
170346,58.0,usa
171114,,usa
172533,13.0,canada
179290,29.0,usa
180937,48.0,usa
185992,16.0,usa
186038,45.0,others
187960,48.0,usa
188628,,usa
190642,,usa
190789,,usa
192512,46.0,usa
192935,,germany
198357,64.0,usa
205281,37.0,usa
205856,24.0,others
205977,21.0,others
208549,,usa
212419,,usa
215451,57.0,canada
215522,,usa
216267,45.0,usa
220683,21.0,others
221103,,canada
221967,,usa
231510,58.0,usa
235117,47.0,usa
240569,,usa
241582,,canada
241845,,usa
242065,,usa
249246,48.0,canada
249294,,usa
254719,35.0,usa
255865,,usa
257031,29.0,canada
261590,29.0,usa
265383,,usa
267328,,usa
268882,37.0,usa
271531,32.0,usa
272233,,usa
275075,,usa
278107,51.0,canada
278543,39.0,usa
9525,15.0,usa
93267,32.0,usa
137627,37.0,usa
148240,23.0,others
78722,18.0,usa
92271,51.0,usa
146208,33.0,usa
150951,,usa
152617,27.0,usa
162095,60.0,usa
190085,,canada
26561,17.0,usa
29028,28.0,usa
51840,,usa
57166,,usa
57960,26.0,usa
59086,22.0,usa
91119,41.0,usa
104624,24.0,others
119364,16.0,usa
180549,,usa
189320,39.0,usa
213782,25.0,usa
245029,31.0,usa
249542,,usa
251842,14.0,usa
252199,21.0,usa
264264,17.0,usa
271935,27.0,others
12233,33.0,usa
21930,28.0,usa
58921,,usa
81352,22.0,usa
94682,17.0,usa
94971,58.0,usa
96466,26.0,usa
107523,,usa
109709,24.0,usa
127261,,usa
145239,27.0,canada
151495,,canada
154176,31.0,others
165823,17.0,usa
168212,,usa
171904,28.0,spain
177569,52.0,usa
180860,,unitedkingdom
183801,35.0,canada
198937,23.0,unitedkingdom
249220,31.0,usa
250736,17.0,usa
266645,54.0,usa
276762,25.0,germany
43785,20.0,usa
53975,,usa
70699,33.0,australia
72644,26.0,germany
82808,24.0,australia
84571,25.0,others
99165,33.0,usa
114265,,usa
118862,33.0,usa
226336,,usa
226349,18.0,usa
237612,30.0,usa
246766,,usa
14173,,canada
44756,62.0,usa
109544,,australia
161200,43.0,usa
184202,32.0,usa
269988,31.0,usa
1155,22.0,usa
61415,,usa
85851,41.0,usa
101035,33.0,usa
102138,43.0,canada
154083,,canada
168438,,usa
181201,,usa
242816,23.0,canada
1214,30.0,germany
16545,,usa
118314,,usa
233431,,usa
242219,,usa
1706,26.0,usa
2179,30.0,usa
2198,,usa
2799,,usa
15583,14.0,usa
20032,,australia
37092,,spain
37235,22.0,others
38661,21.0,canada
48453,29.0,usa
53408,22.0,usa
53510,23.0,canada
53978,37.0,usa
54290,35.0,usa
61842,20.0,usa
64922,40.0,usa
65343,20.0,usa
76865,,others
83235,,usa
84745,,usa
100294,,usa
103636,,usa
104771,17.0,usa
106632,20.0,usa
111944,23.0,usa
120283,22.0,usa
124910,34.0,usa
127813,23.0,usa
130636,20.0,usa
131951,31.0,usa
132684,,usa
142672,30.0,unitedkingdom
144121,,usa
151454,15.0,usa
154553,23.0,usa
166731,18.0,usa
179327,18.0,usa
181956,21.0,usa
189536,20.0,others
193248,32.0,usa
197823,,usa
207635,21.0,usa
211862,,usa
218140,,usa
219659,23.0,usa
228189,45.0,usa
238768,44.0,usa
251146,,usa
255347,28.0,usa
263307,18.0,usa
22422,22.0,usa
25311,,usa
120333,35.0,usa
144107,,canada
5922,19.0,usa
10047,20.0,usa
14232,23.0,france
17836,17.0,usa
18713,,spain
20082,,others
43404,43.0,usa
62302,,usa
83404,14.0,usa
90744,20.0,usa
94896,20.0,usa
100694,,usa
107341,16.0,usa
112953,31.0,usa
125396,14.0,usa
130772,,usa
139524,12.0,usa
141330,27.0,usa
152726,23.0,unitedkingdom
173131,25.0,australia
178587,56.0,usa
189286,28.0,usa
193649,,usa
196754,,others
201598,33.0,usa
205374,,usa
216160,,usa
219530,19.0,usa
220484,,usa
226739,30.0,usa
233444,35.0,usa
234240,,usa
240883,,usa
251444,,usa
253261,15.0,usa
256052,15.0,usa
266775,24.0,spain
269245,55.0,canada
20794,31.0,usa
424,29.0,usa
3005,,usa
10239,31.0,usa
23847,36.0,usa
33656,53.0,usa
41086,42.0,usa
59197,,usa
76488,,usa
81564,,usa
83363,34.0,usa
97244,,usa
100721,52.0,usa
106553,,canada
130502,,usa
170558,32.0,usa
174610,47.0,usa
247112,27.0,usa
35233,,usa
108741,58.0,canada
160541,,unitedkingdom
176293,,usa
234614,,usa
2437,45.0,usa
5868,47.0,usa
53664,,canada
114413,29.0,usa
134029,46.0,usa
145752,,usa
151098,38.0,usa
152770,,usa
155444,51.0,usa
181796,33.0,usa
235099,48.0,usa
244445,30.0,usa
277945,,usa
6662,31.0,canada
